role,skill,frequency_pct,count,total_jobs_in_role
Sinh Công Nghệ Thông Tin,Java,100.0,1,1
Sinh Công Nghệ Thông Tin,JavaScript,100.0,1,1
Sinh Công Nghệ Thông Tin,PostgreSQL,100.0,1,1
Sinh Công Nghệ Thông Tin,REST API,100.0,1,1
Sinh Công Nghệ Thông Tin,React,100.0,1,1
Sinh Công Nghệ Thông Tin,SQL,100.0,1,1
Sinh Full Stack Developer,Agile,100.0,1,1
Sinh Full Stack Developer,NestJS,100.0,1,1
Sinh Full Stack Developer,Next.js,100.0,1,1
Sinh Full Stack Developer,Node.js,100.0,1,1
Sinh Full Stack Developer,React,100.0,1,1
Sinh Full Stack Developer,Scrum,100.0,1,1
Sinh It (Java/Nodejs),Java,100.0,1,1
Sinh It (Java/Nodejs),Node.js,100.0,1,1
Sinh Lập Trình Gis,CSS,100.0,1,1
Sinh Lập Trình Gis,HTML,100.0,1,1
Sinh Lập Trình Gis,JavaScript,100.0,1,1
Sinh Lập Trình Gis,Python,100.0,1,1
"Sinh Php (Năm 4, Backend, Tp.Hcm)",PHP,100.0,1,1
"Sinh Php (Năm 4, Backend, Tp.Hcm)",React,100.0,1,1
"Sinh Php (Năm 4, Backend, Tp.Hcm)",Vue.js,100.0,1,1
Sinh Phát Triển Phần Mềm (Ojt Js),JavaScript,100.0,1,1
Sinh Phát Triển Phần Mềm (Ojt Js),React,100.0,1,1
Sinh Phát Triển Sản Phẩm Frontend,Agile,100.0,1,1
Sinh Phát Triển Sản Phẩm Frontend,Scrum,100.0,1,1
Sinh Reactjs/Nestjs/Typescript,NestJS,100.0,1,1
Sinh Reactjs/Nestjs/Typescript,React,100.0,1,1
Sinh Reactjs/Nestjs/Typescript,TypeScript,100.0,1,1
Site Reliability Engineer (Sre),AWS,100.0,2,2
Site Reliability Engineer (Sre),Angular,100.0,2,2
Site Reliability Engineer (Sre),Ansible,100.0,2,2
Site Reliability Engineer (Sre),Azure,100.0,2,2
Site Reliability Engineer (Sre),CI/CD,100.0,2,2
Site Reliability Engineer (Sre),Docker,100.0,2,2
Site Reliability Engineer (Sre),GitLab CI,100.0,2,2
Site Reliability Engineer (Sre),Google Cloud Platform,100.0,2,2
Site Reliability Engineer (Sre),Grafana,100.0,2,2
Site Reliability Engineer (Sre),Helm,100.0,2,2
Site Reliability Engineer (Sre),JavaScript,100.0,2,2
Site Reliability Engineer (Sre),Jenkins,100.0,2,2
Site Reliability Engineer (Sre),Kubernetes,100.0,2,2
Site Reliability Engineer (Sre),Microservices,100.0,2,2
Site Reliability Engineer (Sre),Prometheus,100.0,2,2
Site Reliability Engineer (Sre),Terraform,100.0,2,2
Smart Contract Security Engineer (Security Audit),Git,100.0,2,2
Smart Contract Security Engineer (Security Audit),JavaScript,100.0,2,2
Smart Contract Security Engineer (Security Audit),Python,100.0,2,2
Smart Contract Security Engineer (Security Audit),React,100.0,2,2
Smart Contract Security Engineer (Security Audit),TypeScript,100.0,2,2
Soc Engineer (Incident Response),LLM,100.0,2,2
Soc Engineer (Incident Response),Swift,100.0,2,2
Soc Security Engineer,AWS,100.0,2,2
Soc Security Engineer,CI/CD,100.0,2,2
Soc Security Engineer,Docker,100.0,2,2
Soc Security Engineer,Git,100.0,2,2
Soc Security Engineer,Java,100.0,2,2
Soc Security Engineer,Python,100.0,2,2
Software Business Analyst,Agile,100.0,2,2
Software Business Analyst,Confluence,100.0,2,2
Software Business Analyst,Jira,100.0,2,2
Software Business Analyst,Scrum,100.0,2,2
"Software Designer, Web Application Development",CSS,100.0,2,2
"Software Designer, Web Application Development",JavaScript,100.0,2,2
"Software Designer, Web Application Development",REST API,100.0,2,2
"Software Designer, Web Application Development",React,100.0,2,2
"Software Designer, Web Application Development",TypeScript,100.0,2,2
Software Developer,Apache Kafka,66.67,2,3
Software Developer,CI/CD,66.67,2,3
Software Developer,Git,66.67,2,3
Software Developer,Go,66.67,2,3
Software Developer,GraphQL,66.67,2,3
Software Developer,JavaScript,66.67,2,3
Software Developer,Jenkins,66.67,2,3
Software Developer,Jira,66.67,2,3
Software Developer,Microservices,66.67,2,3
Software Developer,MongoDB,66.67,2,3
Software Developer,MySQL,66.67,2,3
Software Developer,Next.js,66.67,2,3
Software Developer,PostgreSQL,66.67,2,3
Software Developer,Redis,66.67,2,3
Software Developer,SQL,66.67,2,3
Software Developer - Backend (Dev) - Làm Việc Tại Hà Nội,Laravel,100.0,1,1
Software Developer - Backend (Dev) - Làm Việc Tại Hà Nội,REST API,100.0,1,1
Software Developer - Remote,AWS,100.0,4,4
Software Developer - Remote,Agile,100.0,4,4
Software Developer - Remote,Azure,100.0,4,4
Software Developer - Remote,CI/CD,100.0,4,4
Software Developer - Remote,Go,100.0,4,4
Software Developer - Remote,Google Cloud Platform,100.0,4,4
Software Developer - Remote,Java,100.0,4,4
Software Developer - Remote,JavaScript,100.0,4,4
Software Developer - Remote,Node.js,100.0,4,4
Software Developer - Remote,Python,100.0,4,4
Software Developer - Remote,Rust,100.0,4,4
Software Development Engineer In Test (Ai-First),Agile,100.0,2,2
Software Development Engineer In Test (Ai-First),Git,100.0,2,2
Software Development Engineer In Test (Ai-First),GitHub Actions,100.0,2,2
Software Development Engineer In Test (Ai-First),Integration Testing,100.0,2,2
Software Development Engineer In Test (Ai-First),Java,100.0,2,2
Software Development Engineer In Test (Ai-First),Jenkins,100.0,2,2
Software Development Engineer In Test (Ai-First),Machine Learning,100.0,2,2
Software Development Engineer In Test (Ai-First),Python,100.0,2,2
Software Development Engineer In Test (Ai-First),Scrum,100.0,2,2
Software Development Engineer In Test (Sdet),Agile,100.0,2,2
Software Development Engineer In Test (Sdet),Confluence,100.0,2,2
Software Development Engineer In Test (Sdet),Cypress,100.0,2,2
Software Development Engineer In Test (Sdet),Docker,100.0,2,2
Software Development Engineer In Test (Sdet),Elasticsearch,100.0,2,2
Software Development Engineer In Test (Sdet),GitHub Actions,100.0,2,2
Software Development Engineer In Test (Sdet),Go,100.0,2,2
Software Development Engineer In Test (Sdet),JavaScript,100.0,2,2
Software Development Engineer In Test (Sdet),Jira,100.0,2,2
Software Development Engineer In Test (Sdet),Kotlin,100.0,2,2
Software Development Engineer In Test (Sdet),MySQL,100.0,2,2
Software Development Engineer In Test (Sdet),Python,100.0,2,2
Software Development Engineer In Test (Sdet),R,100.0,2,2
Software Development Engineer In Test (Sdet),React,100.0,2,2
Software Development Engineer In Test (Sdet),Ruby,100.0,2,2
Software Development Engineer In Test (Sdet),Scrum,100.0,2,2
Software Development Engineer In Test (Sdet),Swift,100.0,2,2
Software Development Engineer In Test (Sdet),TypeScript,100.0,2,2
Software Development Engineer In Test - Sdet,Deep Learning,100.0,2,2
Software Development Engineer In Test - Sdet,LLM,100.0,2,2
Software Development Engineer In Test - Sdet,Python,100.0,2,2
Software Development Engineer – Da Nang,Agile,100.0,2,2
Software Development Engineer – Da Nang,CI/CD,100.0,2,2
Software Development Engineer – Da Nang,Git,100.0,2,2
Software Development Engineer – Da Nang,Go,100.0,2,2
Software Development Engineer – Da Nang,Java,100.0,2,2
Software Development Engineer – Da Nang,JavaScript,100.0,2,2
Software Development Engineer – Da Nang,Kotlin,100.0,2,2
Software Development Engineer – Da Nang,MySQL,100.0,2,2
Software Development Engineer – Da Nang,Python,100.0,2,2
Software Development Engineer – Da Nang,Redis,100.0,2,2
Software Development Engineer – Da Nang,Scrum,100.0,2,2
Software Development Engineer – Da Nang,TypeScript,100.0,2,2
Software Engineer,JavaScript,76.47,13,17
Software Engineer,React,70.59,12,17
Software Engineer,PostgreSQL,52.94,9,17
Software Engineer,CI/CD,47.06,8,17
Software Engineer,SQL,47.06,8,17
Software Engineer,Apache Kafka,35.29,6,17
Software Engineer,Docker,35.29,6,17
Software Engineer,Java,35.29,6,17
Software Engineer,TypeScript,35.29,6,17
Software Engineer,Angular,29.41,5,17
Software Engineer,Next.js,29.41,5,17
Software Engineer,Node.js,29.41,5,17
Software Engineer,AWS,23.53,4,17
Software Engineer,Azure,23.53,4,17
Software Engineer,CSS,23.53,4,17
Software Engineer,Google Cloud Platform,23.53,4,17
Software Engineer,MongoDB,23.53,4,17
Software Engineer,Cassandra,17.65,3,17
Software Engineer,REST API,17.65,3,17
Software Engineer,Redis,17.65,3,17
Software Engineer,Agile,11.76,2,17
Software Engineer,Git,11.76,2,17
Software Engineer,Go,11.76,2,17
Software Engineer,HTML,11.76,2,17
Software Engineer,Machine Learning,11.76,2,17
Software Engineer,Prompt Engineering,11.76,2,17
Software Engineer,Python,11.76,2,17
Software Engineer,Scrum,11.76,2,17
Software Engineer,Snowflake,11.76,2,17
Software Engineer,Spring Boot,11.76,2,17
Software Engineer,System Design,11.76,2,17
Software Engineer,Tailwind CSS,11.76,2,17
Software Engineer,Vue.js,11.76,2,17
Software Engineer,Elasticsearch,5.88,1,17
Software Engineer,Express,5.88,1,17
Software Engineer,MySQL,5.88,1,17
Software Engineer,NestJS,5.88,1,17
Software Engineer (Back-End),Go,100.0,2,2
Software Engineer (Back-End),Ruby,100.0,2,2
Software Engineer (Back-End),Ruby on Rails,100.0,2,2
Software Engineer (Full-Stack Nodejs),JavaScript,100.0,1,1
Software Engineer (Full-Stack Nodejs),Node.js,100.0,1,1
Software Engineer (Full-Stack Nodejs),PostgreSQL,100.0,1,1
Software Engineer (Full-Stack Nodejs),TypeScript,100.0,1,1
Software Engineer (Golang/Python/Java...),Agile,100.0,1,1
Software Engineer (Golang/Python/Java...),Java,100.0,1,1
Software Engineer (Golang/Python/Java...),Python,100.0,1,1
Software Engineer (Java),Agile,100.0,1,1
Software Engineer (Java),Java,100.0,1,1
"Software Engineer (Java, React Native) - Digital Wallet & Payment",Java,100.0,1,1
"Software Engineer (Java, React Native) - Digital Wallet & Payment",React,100.0,1,1
Software Engineer (Remote),AWS,100.0,2,2
Software Engineer (Remote),Agile,100.0,2,2
Software Engineer (Remote),Apache Spark,100.0,2,2
Software Engineer (Remote),CI/CD,100.0,2,2
Software Engineer (Remote),Docker,100.0,2,2
Software Engineer (Remote),Elasticsearch,100.0,2,2
Software Engineer (Remote),Flask,100.0,2,2
Software Engineer (Remote),Git,100.0,2,2
Software Engineer (Remote),Go,100.0,2,2
Software Engineer (Remote),Python,100.0,2,2
Software Engineer (Socom),AWS,100.0,2,2
Software Engineer (Socom),BigQuery,100.0,2,2
Software Engineer (Socom),CI/CD,100.0,2,2
Software Engineer (Socom),CSS,100.0,2,2
Software Engineer (Socom),Docker,100.0,2,2
Software Engineer (Socom),Google Cloud Platform,100.0,2,2
Software Engineer (Socom),GraphQL,100.0,2,2
Software Engineer (Socom),JWT,100.0,2,2
Software Engineer (Socom),JavaScript,100.0,2,2
Software Engineer (Socom),Kubernetes,100.0,2,2
Software Engineer (Socom),LLM,100.0,2,2
Software Engineer (Socom),Microservices,100.0,2,2
Software Engineer (Socom),MySQL,100.0,2,2
Software Engineer (Socom),Python,100.0,2,2
Software Engineer (Socom),REST API,100.0,2,2
Software Engineer (Socom),Redis,100.0,2,2
Software Engineer (Socom),SQL,100.0,2,2
Software Engineer (Socom),System Design,100.0,2,2
Software Engineer (Socom),TypeScript,100.0,2,2
Software Engineer (Socom),Vite,100.0,2,2
Software Engineer (Socom),Vue.js,100.0,2,2
Software Engineer - Ai Systems (Middle/),AWS,100.0,2,2
Software Engineer - Ai Systems (Middle/),Agile,100.0,2,2
Software Engineer - Ai Systems (Middle/),Apache Kafka,100.0,2,2
Software Engineer - Ai Systems (Middle/),Azure,100.0,2,2
Software Engineer - Ai Systems (Middle/),Docker,100.0,2,2
Software Engineer - Ai Systems (Middle/),Google Cloud Platform,100.0,2,2
Software Engineer - Ai Systems (Middle/),Java,100.0,2,2
Software Engineer - Ai Systems (Middle/),Kubernetes,100.0,2,2
Software Engineer - Ai Systems (Middle/),LLM,100.0,2,2
Software Engineer - Ai Systems (Middle/),Machine Learning,100.0,2,2
Software Engineer - Ai Systems (Middle/),Microservices,100.0,2,2
Software Engineer - Ai Systems (Middle/),MySQL,100.0,2,2
Software Engineer - Ai Systems (Middle/),PostgreSQL,100.0,2,2
Software Engineer - Ai Systems (Middle/),Python,100.0,2,2
Software Engineer - Ai Systems (Middle/),RAG,100.0,2,2
Software Engineer - Ai Systems (Middle/),Redis,100.0,2,2
Software Engineer - Ai Systems (Middle/),Scrum,100.0,2,2
Software Engineer - Ai Systems (Middle/),System Design,100.0,2,2
Software Engineer - Backend,Excel,100.0,4,4
Software Engineer - Backend,JavaScript,100.0,4,4
Software Engineer - Backend,AWS,50.0,2,4
Software Engineer - Backend,CI/CD,50.0,2,4
Software Engineer - Backend,Go,50.0,2,4
Software Engineer - Backend,Java,50.0,2,4
Software Engineer - Backend,Node.js,50.0,2,4
Software Engineer - Backend,Python,50.0,2,4
Software Engineer - Backend,TypeScript,50.0,2,4
Software Engineer - Fullstack Developer,ASP.NET,100.0,1,1
Software Engineer - Fullstack Developer,Docker,100.0,1,1
Software Engineer - Fullstack Developer,MySQL,100.0,1,1
Software Engineer - Fullstack Developer,OAuth,100.0,1,1
Software Engineer - Fullstack Developer,PostgreSQL,100.0,1,1
Software Engineer - Fullstack Developer,REST API,100.0,1,1
Software Engineer - Fullstack Developer,SQL,100.0,1,1
Software Engineer - Mckinsey Digital,AWS,100.0,2,2
Software Engineer - Mckinsey Digital,Agile,100.0,2,2
Software Engineer - Mckinsey Digital,Angular,100.0,2,2
Software Engineer - Mckinsey Digital,Azure,100.0,2,2
Software Engineer - Mckinsey Digital,Docker,100.0,2,2
Software Engineer - Mckinsey Digital,Go,100.0,2,2
Software Engineer - Mckinsey Digital,Google Cloud Platform,100.0,2,2
Software Engineer - Mckinsey Digital,Java,100.0,2,2
Software Engineer - Mckinsey Digital,JavaScript,100.0,2,2
Software Engineer - Mckinsey Digital,Jenkins,100.0,2,2
Software Engineer - Mckinsey Digital,MongoDB,100.0,2,2
Software Engineer - Mckinsey Digital,Next.js,100.0,2,2
Software Engineer - Mckinsey Digital,Node.js,100.0,2,2
Software Engineer - Mckinsey Digital,React,100.0,2,2
Software Engineer - Mckinsey Digital,SQL,100.0,2,2
Software Engineer - Mckinsey Digital,TypeScript,100.0,2,2
Software Engineer - Mckinsey Digital,Unit Testing,100.0,2,2
Software Engineer - Mckinsey Digital,Vue.js,100.0,2,2
Software Engineer Ii (Backend),AWS,100.0,2,2
Software Engineer Ii (Backend),Azure,100.0,2,2
Software Engineer Ii (Backend),CI/CD,100.0,2,2
Software Engineer Ii (Backend),Git,100.0,2,2
Software Engineer Ii (Backend),Google Cloud Platform,100.0,2,2
Software Engineer Ii (Backend),JavaScript,100.0,2,2
Software Engineer Ii (Backend),MongoDB,100.0,2,2
Software Engineer Ii (Backend),PostgreSQL,100.0,2,2
Software Engineer Ii (Backend),SQL,100.0,2,2
Software Engineer Ii (Backend),System Design,100.0,2,2
Software Engineer Ii (Backend),TypeScript,100.0,2,2
Software Engineer In Test I,C++,100.0,2,2
Software Engineer In Test I,CI/CD,100.0,2,2
Software Engineer In Test I,Docker,100.0,2,2
Software Engineer In Test I,GitHub Actions,100.0,2,2
Software Engineer In Test I,GitLab CI,100.0,2,2
Software Engineer In Test I,Go,100.0,2,2
Software Engineer In Test I,Java,100.0,2,2
Software Engineer In Test I,JavaScript,100.0,2,2
Software Engineer In Test I,Jenkins,100.0,2,2
Software Engineer In Test I,Kubernetes,100.0,2,2
Software Engineer In Test I,Python,100.0,2,2
Software Engineer In Test I,System Design,100.0,2,2
"Software Engineer, Ai Systems",Go,100.0,2,2
"Software Engineer, Ai Systems",JavaScript,100.0,2,2
"Software Engineer, Ai Systems",Next.js,100.0,2,2
"Software Engineer, Ai Systems",Python,100.0,2,2
"Software Engineer, Ai Systems",React,100.0,2,2
"Software Engineer, Ai Systems",System Design,100.0,2,2
"Software Engineer, Platform - Ho Chi Minh City, Vietnam",AWS,100.0,2,2
"Software Engineer, Platform - Ho Chi Minh City, Vietnam",Azure,100.0,2,2
"Software Engineer, Platform - Ho Chi Minh City, Vietnam",Docker,100.0,2,2
"Software Engineer, Platform - Ho Chi Minh City, Vietnam",Google Cloud Platform,100.0,2,2
"Software Engineer, Platform - Ho Chi Minh City, Vietnam",Kubernetes,100.0,2,2
"Software Engineer, Platform - Ho Chi Minh City, Vietnam",TypeScript,100.0,2,2
"Software Engineer, Product Development",AWS,100.0,2,2
"Software Engineer, Product Development",Docker,100.0,2,2
"Software Engineer, Product Development",JavaScript,100.0,2,2
"Software Engineer, Product Development",React,100.0,2,2
"Software Engineer, Product Development",Scala,100.0,2,2
"Software Engineer, Ui (Vietnam)",Angular,100.0,2,2
"Software Engineer, Ui (Vietnam)",CI/CD,100.0,2,2
"Software Engineer, Ui (Vietnam)",JavaScript,100.0,2,2
"Software Engineer, Ui (Vietnam)",Python,100.0,2,2
"Software Engineer, Ui (Vietnam)",Rust,100.0,2,2
"Software Engineer, Ui (Vietnam)",TypeScript,100.0,2,2
"Software Engineer, Ui (Vietnam)",Unit Testing,100.0,2,2
Software Engineering,Angular,100.0,2,2
Software Engineering,HTML,100.0,2,2
Software Engineering,JavaScript,100.0,2,2
Software Engineering,PostgreSQL,100.0,2,2
Software Engineering,Redis,100.0,2,2
Software Engineering,Ruby,100.0,2,2
Software Engineering,Ruby on Rails,100.0,2,2
Software Engineering,TypeScript,100.0,2,2
Software Engineering,Vue.js,100.0,2,2
Software Qa Engineer,Agile,100.0,2,2
Software Qa Engineer,CI/CD,100.0,2,2
Software Qa Engineer,Cypress,100.0,2,2
Software Qa Engineer,Git,100.0,2,2
Software Qa Engineer,JavaScript,100.0,2,2
Software Qa Engineer,Jira,100.0,2,2
Software Qa Engineer,Python,100.0,2,2
Software Qa Engineer,Selenium,100.0,2,2
Software Qa Engineer,TypeScript,100.0,2,2
Software Quality Assurance Engineer,Agile,100.0,2,2
Software Quality Assurance Engineer,CI/CD,100.0,2,2
Software Quality Assurance Engineer,Cypress,100.0,2,2
Software Quality Assurance Engineer,Integration Testing,100.0,2,2
Software Quality Assurance Engineer,Java,100.0,2,2
Software Quality Assurance Engineer,JavaScript,100.0,2,2
Software Quality Assurance Engineer,Jira,100.0,2,2
Software Quality Assurance Engineer,LLM,100.0,2,2
Software Quality Assurance Engineer,Microservices,100.0,2,2
Software Quality Assurance Engineer,Python,100.0,2,2
Software Quality Assurance Engineer,Scrum,100.0,2,2
Software Quality Assurance Engineer,Selenium,100.0,2,2
Software Tester,SQL,100.0,2,2
Software Testing Engineer (Qa),Agile,100.0,2,2
Software Testing Engineer (Qa),Python,100.0,2,2
Software Testing Engineer (Qa),Scrum,100.0,2,2
Software/Workflow Business Analyst,SQL,100.0,1,1
Solution Architect,Java,80.0,4,5
Solution Architect,Agile,40.0,2,5
Solution Architect,Apache Kafka,40.0,2,5
Solution Architect,CI/CD,40.0,2,5
Solution Architect,Git,40.0,2,5
Solution Architect,JavaScript,40.0,2,5
Solution Architect,Jenkins,40.0,2,5
Solution Architect,Jira,40.0,2,5
Solution Architect,Microservices,40.0,2,5
Solution Architect,Python,40.0,2,5
Solution Architect,Spring Boot,40.0,2,5
Solution Architect (Hanoi),CI/CD,100.0,2,2
Solution Architect (Hanoi),Microservices,100.0,2,2
Sql Data Analyst,Agile,100.0,2,2
Sql Data Analyst,Git,100.0,2,2
Sql Data Analyst,Python,100.0,2,2
Sql Data Analyst,SQL,100.0,2,2
Sql Data Analyst,Scrum,100.0,2,2
Sr Analyst Data,Excel,100.0,1,1
Sr Analyst Data,Go,100.0,1,1
Sr Analyst Data,Power BI,100.0,1,1
Sr Analyst Data,SQL,100.0,1,1
Sr Business Systems Analyst,Excel,100.0,2,2
Sr Business Systems Analyst,Java,100.0,2,2
Sr Business Systems Analyst,Microservices,100.0,2,2
Sr Business Systems Analyst,REST API,100.0,2,2
Sr Business Systems Analyst,SQL,100.0,2,2
Sr Cyber Security Engineer (English),CI/CD,100.0,2,2
Sr Cyber Security Engineer (English),R,100.0,2,2
Sr Data Analyst,Excel,50.0,1,2
Sr Data Analyst,REST API,50.0,1,2
Sr Data Analyst,SQL,50.0,1,2
Sr Data Analyst,Snowflake,50.0,1,2
Sr Data Analyst,Tableau,50.0,1,2
"Sr. Analyst, Analytics & Data Products",Excel,100.0,1,1
"Sr. Analyst, Analytics & Data Products",Power BI,100.0,1,1
"Sr. Analyst, Analytics & Data Products",SQL,100.0,1,1
"Sr. Analyst, Business Insights And Technology",Jira,100.0,1,1
"Sr. Analyst, Business Insights And Technology",Power BI,100.0,1,1
"Sr. Analyst, Business Insights And Technology",Tableau,100.0,1,1
"Sr. Business Analyst, Time & Distance Authority",Excel,100.0,1,1
"Sr. Business Analyst, Time & Distance Authority",Machine Learning,100.0,1,1
"Sr. Business Analyst, Time & Distance Authority",MySQL,100.0,1,1
"Sr. Business Analyst, Time & Distance Authority",Redshift,100.0,1,1
"Sr. Business Analyst, Time & Distance Authority",SQL,100.0,1,1
Sr. Data Analyst,Excel,100.0,1,1
Sr. Data Analyst,Jira,100.0,1,1
Sr. Data Analyst,Python,100.0,1,1
Sr. Data Analyst,SQL,100.0,1,1
Sr. Data Analyst,Tableau,100.0,1,1
"Sr. Data Analyst, Finance",Excel,100.0,1,1
"Sr. Data Analyst, Finance",Power BI,100.0,1,1
"Sr. Data Analyst, Finance",Python,100.0,1,1
"Sr. Data Analyst, Finance",R,100.0,1,1
"Sr. Data Analyst, Finance",SQL,100.0,1,1
"Sr. Data Analyst, Finance",Snowflake,100.0,1,1
"Sr. Data Analyst, Finance",Tableau,100.0,1,1
Sr. Healthcare Data Analyst,SQL,100.0,1,1
Sr. Healthcare Data Analyst,Tableau,100.0,1,1
Sr. Performance Analyst,Python,100.0,1,1
Sr. Performance Analyst,R,100.0,1,1
Sr. Performance Analyst,SQL,100.0,1,1
Sr. Performance Analyst,Snowflake,100.0,1,1
Sr. Performance Analyst,Tableau,100.0,1,1
Sr. Performance Analyst,dbt,100.0,1,1
Statistical Reporting Analyst (Remote),Excel,100.0,1,1
Statistical Reporting Analyst (Remote),SQL,100.0,1,1
Strategic Analyst,Excel,100.0,1,1
Strategic Analyst,Power BI,100.0,1,1
Strategic Business Data Analyst - Graduate College,Excel,100.0,1,1
Strategic Business Data Analyst - Graduate College,PHP,100.0,1,1
Strategic Business Data Analyst - Graduate College,Power BI,100.0,1,1
Strategic Business Data Analyst - Graduate College,Tableau,100.0,1,1
"Strategy And Business Analytics Experienced Consultant, Tts, Data",AWS,100.0,1,1
"Strategy And Business Analytics Experienced Consultant, Tts, Data",Airflow,100.0,1,1
"Strategy And Business Analytics Experienced Consultant, Tts, Data",Apache Kafka,100.0,1,1
"Strategy And Business Analytics Experienced Consultant, Tts, Data",Azure,100.0,1,1
"Strategy And Business Analytics Experienced Consultant, Tts, Data",Google Cloud Platform,100.0,1,1
"Strategy And Business Analytics Experienced Consultant, Tts, Data",Power BI,100.0,1,1
"Strategy And Business Analytics Experienced Consultant, Tts, Data",SQL,100.0,1,1
"Strategy And Business Analytics Experienced Consultant, Tts, Data",Snowflake,100.0,1,1
"Strategy And Business Analytics Experienced Consultant, Tts, Data",Tableau,100.0,1,1
Student Success Data Analyst,Power BI,100.0,1,1
Sub- Ruby Developer,Ruby,100.0,1,1
Sub- Ruby Developer,Ruby on Rails,100.0,1,1
Supply Chain Analyst,SQL,100.0,1,1
Supply Chain Data Analyst,Excel,80.0,4,5
Supply Chain Data Analyst,Power BI,60.0,3,5
Supply Chain Data Analyst,Python,60.0,3,5
Supply Chain Data Analyst,SQL,60.0,3,5
Supply Chain Data Analyst,Tableau,60.0,3,5
Supply Chain Data Analyst,R,40.0,2,5
Supply Chain Data Analyst,System Design,20.0,1,5
Supply Chain Planning Analyst,Go,100.0,1,1
Supply Planning Analyst,Excel,100.0,1,1
Supply Planning Analyst,Power BI,100.0,1,1
Supply Planning Analyst,SQL,100.0,1,1
Supply Planning Analyst,Tableau,100.0,1,1
Sustainability Business Analyst (Hybrid),Excel,100.0,1,1
Sustainability Data Analyst,Excel,100.0,1,1
Sustainability Data Analyst,Python,100.0,1,1
Sustainability Data Analyst,R,100.0,1,1
Sustainability Data Analyst,SQL,100.0,1,1
Sustainability Data Analyst,Tableau,100.0,1,1
System Admin,CI/CD,50.0,1,2
System Administrator,Azure,25.0,1,4
System Engineer,Ansible,14.29,1,7
System Engineer,Grafana,14.29,1,7
System Engineer,Helm,14.29,1,7
System Engineer,Kubernetes,14.29,1,7
System Engineer,Microservices,14.29,1,7
System Engineer,Prometheus,14.29,1,7
System Engineer,Terraform,14.29,1,7
System Engineer (Linux/Automation),Ansible,100.0,1,1
System Engineer (Linux/Automation),Grafana,100.0,1,1
System Engineer (Linux/Automation),Prometheus,100.0,1,1
System Engineer (Linux/Automation),Python,100.0,1,1
System Engineer (Openstack),Ansible,100.0,1,1
System Engineer (Triển Khai Hạ Tầng Cloud Core),Kubernetes,100.0,1,1
System Engineer (Vmware/Dc),Python,100.0,1,1
System Engineer( Hệ Thống/Mạng),MongoDB,100.0,1,1
System Engineer( Hệ Thống/Mạng),MySQL,100.0,1,1
System Engineer( Hệ Thống/Mạng),SQL,100.0,1,1
System Level Test Full-Stack Engineer,AWS,100.0,2,2
System Level Test Full-Stack Engineer,Agile,100.0,2,2
System Level Test Full-Stack Engineer,Angular,100.0,2,2
System Level Test Full-Stack Engineer,Azure,100.0,2,2
System Level Test Full-Stack Engineer,CI/CD,100.0,2,2
System Level Test Full-Stack Engineer,Cassandra,100.0,2,2
System Level Test Full-Stack Engineer,Docker,100.0,2,2
System Level Test Full-Stack Engineer,Express,100.0,2,2
System Level Test Full-Stack Engineer,Google Cloud Platform,100.0,2,2
System Level Test Full-Stack Engineer,GraphQL,100.0,2,2
System Level Test Full-Stack Engineer,Java,100.0,2,2
System Level Test Full-Stack Engineer,JavaScript,100.0,2,2
System Level Test Full-Stack Engineer,Kubernetes,100.0,2,2
System Level Test Full-Stack Engineer,Microservices,100.0,2,2
System Level Test Full-Stack Engineer,MongoDB,100.0,2,2
System Level Test Full-Stack Engineer,MySQL,100.0,2,2
System Level Test Full-Stack Engineer,Node.js,100.0,2,2
System Level Test Full-Stack Engineer,PostgreSQL,100.0,2,2
System Level Test Full-Stack Engineer,Python,100.0,2,2
System Level Test Full-Stack Engineer,React,100.0,2,2
System Level Test Full-Stack Engineer,Ruby,100.0,2,2
System Level Test Full-Stack Engineer,SQL,100.0,2,2
System Level Test Full-Stack Engineer,Scrum,100.0,2,2
System Level Test Full-Stack Engineer,Selenium,100.0,2,2
System Level Test Full-Stack Engineer,TypeScript,100.0,2,2
System Level Test Full-Stack Engineer,Vue.js,100.0,2,2
Systems Business Analyst,Confluence,100.0,1,1
Systems Business Analyst,Go,100.0,1,1
Systems Business Analyst,Jira,100.0,1,1
Systems Business Analyst,SQL,100.0,1,1
Systems Business Analyst,Swift,100.0,1,1
Tableau Data Analyst -100% Remote,Tableau,100.0,1,1
Talent Data Analyst,Azure,100.0,1,1
Talent Data Analyst,Machine Learning,100.0,1,1
Talent Data Analyst,NumPy,100.0,1,1
Talent Data Analyst,Pandas,100.0,1,1
Talent Data Analyst,Power BI,100.0,1,1
Talent Data Analyst,Python,100.0,1,1
Talent Data Analyst,R,100.0,1,1
Talent Data Analyst,SQL,100.0,1,1
Team Leader Java,Java,100.0,1,1
Tech (Golang/Python/Java/Hanoi),Apache Kafka,100.0,2,2
Tech (Golang/Python/Java/Hanoi),CI/CD,100.0,2,2
Tech (Golang/Python/Java/Hanoi),Docker,100.0,2,2
Tech (Golang/Python/Java/Hanoi),Java,100.0,2,2
Tech (Golang/Python/Java/Hanoi),Kubernetes,100.0,2,2
Tech (Golang/Python/Java/Hanoi),Microservices,100.0,2,2
Tech (Golang/Python/Java/Hanoi),Python,100.0,2,2
