role,skill,frequency_pct,count,total_jobs_in_role
"() Data Scientist - Bi & Planning, Shopee",Apache Spark,100.0,2,2
"() Data Scientist - Bi & Planning, Shopee",CI/CD,100.0,2,2
"() Data Scientist - Bi & Planning, Shopee",Fine-tuning,100.0,2,2
"() Data Scientist - Bi & Planning, Shopee",Machine Learning,100.0,2,2
"() Data Scientist - Bi & Planning, Shopee",Python,100.0,2,2
"() Data Scientist - Bi & Planning, Shopee",SQL,100.0,2,2
(Hn) Business Analyst Domain Hrm - Upto 30M,Jira,100.0,2,2
(Hn) Business Analyst Domain Hrm - Upto 30M,Power BI,100.0,2,2
(Vn 216) Phát Triển Phần Mềm Nhúng Matlab Simulink - Tiếng Nhật Lương Cao-Được Chọn Làm Tại Vn Hoặc Nhật Bản,MATLAB,100.0,1,1
+ Backend Developer Full-Time - Tại Hà Nội - Thu Nhập 12-18 Triệu,REST API,100.0,1,1
.Net,Angular,40.0,2,5
.Net,CSS,40.0,2,5
.Net,JavaScript,40.0,2,5
.Net,Next.js,40.0,2,5
.Net,Python,40.0,2,5
.Net,React,40.0,2,5
.Net,SQL,40.0,2,5
.Net,Vue.js,40.0,2,5
.Net ( /Techlead),Docker,100.0,1,1
.Net ( /Techlead),Kubernetes,100.0,1,1
.Net ( /Techlead),SQL,100.0,1,1
.Net + Angular Developer,Angular,100.0,1,1
".Net - Upto20Tr - Hoàng Mai, Hà Nội",Microservices,100.0,1,1
".Net - Upto20Tr - Hoàng Mai, Hà Nội",Next.js,100.0,1,1
".Net - Upto20Tr - Hoàng Mai, Hà Nội",PostgreSQL,100.0,1,1
".Net - Upto20Tr - Hoàng Mai, Hà Nội",React,100.0,1,1
".Net - Upto20Tr - Hoàng Mai, Hà Nội",Redis,100.0,1,1
.Net Developer (C#),C#,100.0,1,1
.Net Developer (C#),REST API,100.0,1,1
.Net Development Engineer Biết Tiếng Trung,ASP.NET,100.0,1,1
.Net Engineer (English Fluency),MongoDB,100.0,1,1
.Net Engineer (English Fluency),SQL,100.0,1,1
.Net/C# (Từ 2 Năm Kinh Nghiệm),Agile,100.0,1,1
.Net/C# (Từ 2 Năm Kinh Nghiệm),JavaScript,100.0,1,1
.Net/C# (Từ 2 Năm Kinh Nghiệm),Redis,100.0,1,1
.Net/C# (Từ 2 Năm Kinh Nghiệm),SQL,100.0,1,1
.Net/C# (Từ 2 Năm Kinh Nghiệm),Scrum,100.0,1,1
"10 Java Dev (Mvc, Spring, Oracle)",Java,100.0,2,2
2025 Aarc Data Science Analyst,Go,100.0,1,1
2025 Corporate Analyst Program - Proposal Analyst,Excel,100.0,1,1
2026-12- Pe Test Engineer,Python,100.0,2,2
216: Data Analyst Ii,Excel,100.0,1,1
216: Data Analyst Ii,Power BI,100.0,1,1
216: Data Analyst Ii,Python,100.0,1,1
216: Data Analyst Ii,R,100.0,1,1
216: Data Analyst Ii,SQL,100.0,1,1
216: Data Analyst Ii,Snowflake,100.0,1,1
AI Engineer,Python,64.29,18,28
AI Engineer,LLM,57.14,16,28
AI Engineer,RAG,57.14,16,28
AI Engineer,Computer Vision,50.0,14,28
AI Engineer,Machine Learning,42.86,12,28
AI Engineer,Prompt Engineering,35.71,10,28
AI Engineer,JavaScript,28.57,8,28
AI Engineer,AWS,21.43,6,28
AI Engineer,Agile,21.43,6,28
AI Engineer,Azure,21.43,6,28
AI Engineer,CSS,21.43,6,28
AI Engineer,Fine-tuning,21.43,6,28
AI Engineer,HTML,21.43,6,28
AI Engineer,PyTorch,21.43,6,28
AI Engineer,SQL,21.43,6,28
AI Engineer,Scrum,21.43,6,28
AI Engineer,Deep Learning,14.29,4,28
AI Engineer,Docker,14.29,4,28
AI Engineer,Java,14.29,4,28
AI Engineer,Scikit-learn,14.29,4,28
AI Engineer,System Design,14.29,4,28
AI Engineer,Angular,7.14,2,28
AI Engineer,Apache Spark,7.14,2,28
AI Engineer,C#,7.14,2,28
AI Engineer,CI/CD,7.14,2,28
AI Engineer,Cassandra,7.14,2,28
AI Engineer,Elasticsearch,7.14,2,28
AI Engineer,Excel,7.14,2,28
AI Engineer,Git,7.14,2,28
AI Engineer,Go,7.14,2,28
AI Engineer,Jira,7.14,2,28
AI Engineer,Kubernetes,7.14,2,28
AI Engineer,Microservices,7.14,2,28
AI Engineer,MongoDB,7.14,2,28
AI Engineer,Pandas,7.14,2,28
AI Engineer,PostgreSQL,7.14,2,28
AI Engineer,REST API,7.14,2,28
AI Engineer,React,7.14,2,28
AI Engineer,Scala,7.14,2,28
AI Engineer,TypeScript,7.14,2,28
Administrative Analyst (1820) - Multiple Departments Citywide (C00185),Power BI,100.0,1,1
Administrative Analyst (1820) - Multiple Departments Citywide (C00185),Tableau,100.0,1,1
Ai,CI/CD,100.0,2,2
Ai,Hugging Face,100.0,2,2
Ai,LLM,100.0,2,2
Ai,Machine Learning,100.0,2,2
Ai,Prompt Engineering,100.0,2,2
Ai,Python,100.0,2,2
Ai,RAG,100.0,2,2
Ai,Transformers,100.0,2,2
Ai & Automation,Machine Learning,100.0,3,3
Ai & Automation,PyTorch,100.0,3,3
Ai & Automation,Python,100.0,3,3
Ai & Automation,Selenium,100.0,3,3
Ai Analyst - /Sen,Agile,100.0,4,4
Ai Analyst - /Sen,LLM,100.0,4,4
Ai Analyst - /Sen,Machine Learning,100.0,4,4
Ai Analyst - /Sen,Power BI,100.0,4,4
Ai Analyst - /Sen,RAG,100.0,4,4
Ai Analyst - /Sen,Tableau,100.0,4,4
Ai Application Developer (2+ Years Of Experience) (Leave: Up To 18 Days/Year),LLM,100.0,1,1
Ai Application Full Stack Developer,AWS,100.0,2,2
Ai Application Full Stack Developer,Azure,100.0,2,2
Ai Application Full Stack Developer,CI/CD,100.0,2,2
Ai Application Full Stack Developer,Flask,100.0,2,2
Ai Application Full Stack Developer,Google Cloud Platform,100.0,2,2
Ai Application Full Stack Developer,JavaScript,100.0,2,2
Ai Application Full Stack Developer,MongoDB,100.0,2,2
Ai Application Full Stack Developer,MySQL,100.0,2,2
Ai Application Full Stack Developer,Next.js,100.0,2,2
Ai Application Full Stack Developer,PostgreSQL,100.0,2,2
Ai Application Full Stack Developer,Python,100.0,2,2
Ai Application Full Stack Developer,RAG,100.0,2,2
Ai Application Full Stack Developer,REST API,100.0,2,2
Ai Application Full Stack Developer,React,100.0,2,2
Ai Application Full Stack Developer,TypeScript,100.0,2,2
Ai Data Engineer,CI/CD,100.0,2,2
Ai Data Engineer,Machine Learning,100.0,2,2
Ai Data Engineer,Power BI,100.0,2,2
Ai Data Engineer,Python,100.0,2,2
Ai Data Engineer,SQL,100.0,2,2
Ai Devsec Engineer,AWS,100.0,2,2
Ai Devsec Engineer,Agile,100.0,2,2
Ai Devsec Engineer,Azure,100.0,2,2
Ai Devsec Engineer,CI/CD,100.0,2,2
Ai Devsec Engineer,Docker,100.0,2,2
Ai Devsec Engineer,Express,100.0,2,2
Ai Devsec Engineer,Google Cloud Platform,100.0,2,2
Ai Devsec Engineer,JavaScript,100.0,2,2
Ai Devsec Engineer,Kubernetes,100.0,2,2
Ai Devsec Engineer,LLM,100.0,2,2
Ai Devsec Engineer,Machine Learning,100.0,2,2
Ai Devsec Engineer,MongoDB,100.0,2,2
Ai Devsec Engineer,Node.js,100.0,2,2
Ai Devsec Engineer,Prompt Engineering,100.0,2,2
Ai Devsec Engineer,RAG,100.0,2,2
Ai Devsec Engineer,REST API,100.0,2,2
Ai Devsec Engineer,React,100.0,2,2
Ai Devsec Engineer,Scrum,100.0,2,2
Ai Devsec Engineer,System Design,100.0,2,2
Ai Devsec Engineer,TypeScript,100.0,2,2
Ai Engineer (),Java,100.0,2,2
Ai Engineer (),PyTorch,100.0,2,2
Ai Engineer (),Python,100.0,2,2
Ai Engineer (),SQL,100.0,2,2
Ai Engineer (),Scala,100.0,2,2
Ai Engineer (),Scikit-learn,100.0,2,2
Ai Engineer (//Leader),AWS,100.0,2,2
Ai Engineer (//Leader),Azure,100.0,2,2
Ai Engineer (//Leader),Deep Learning,100.0,2,2
Ai Engineer (//Leader),Docker,100.0,2,2
Ai Engineer (//Leader),Fine-tuning,100.0,2,2
Ai Engineer (//Leader),Google Cloud Platform,100.0,2,2
Ai Engineer (//Leader),Kubernetes,100.0,2,2
Ai Engineer (//Leader),LLM,100.0,2,2
Ai Engineer (//Leader),Machine Learning,100.0,2,2
Ai Engineer (//Leader),Microservices,100.0,2,2
Ai Engineer (//Leader),Python,100.0,2,2
Ai Engineer (//Leader),RAG,100.0,2,2
Ai Engineer (//Leader),System Design,100.0,2,2
Ai Engineer (Hanoi),Apache Spark,100.0,2,2
Ai Engineer (Hanoi),Deep Learning,100.0,2,2
Ai Engineer (Hanoi),LLM,100.0,2,2
Ai Engineer (Hanoi),Machine Learning,100.0,2,2
Ai Engineer (Hanoi),Microservices,100.0,2,2
Ai Engineer (Hanoi),Natural Language Processing,100.0,2,2
Ai Engineer (Hanoi),Prompt Engineering,100.0,2,2
Ai Engineer (Hanoi),Python,100.0,2,2
Ai Engineer (Hanoi),RAG,100.0,2,2
Ai Engineer (Hanoi),SQL,100.0,2,2
Ai Engineer (Hà Nội),AWS,100.0,2,2
Ai Engineer (Hà Nội),Agile,100.0,2,2
Ai Engineer (Hà Nội),Azure,100.0,2,2
Ai Engineer (Hà Nội),Computer Vision,100.0,2,2
Ai Engineer (Hà Nội),Deep Learning,100.0,2,2
Ai Engineer (Hà Nội),Docker,100.0,2,2
Ai Engineer (Hà Nội),Fine-tuning,100.0,2,2
Ai Engineer (Hà Nội),Git,100.0,2,2
Ai Engineer (Hà Nội),Google Cloud Platform,100.0,2,2
Ai Engineer (Hà Nội),LLM,100.0,2,2
Ai Engineer (Hà Nội),Machine Learning,100.0,2,2
Ai Engineer (Hà Nội),Natural Language Processing,100.0,2,2
Ai Engineer (Hà Nội),Python,100.0,2,2
Ai Engineer (Hà Nội),RAG,100.0,2,2
Ai Engineer (Hà Nội),REST API,100.0,2,2
Ai Engineer (Hà Nội),SQL,100.0,2,2
Ai Engineer (Hà Nội),Scrum,100.0,2,2
Ai Engineer (Hà Nội),Stable Diffusion,100.0,2,2
Ai Engineer (Llm/Python/Hanoi),Apache Spark,100.0,2,2
Ai Engineer (Llm/Python/Hanoi),Deep Learning,100.0,2,2
Ai Engineer (Llm/Python/Hanoi),LLM,100.0,2,2
Ai Engineer (Llm/Python/Hanoi),Machine Learning,100.0,2,2
Ai Engineer (Llm/Python/Hanoi),Microservices,100.0,2,2
Ai Engineer (Llm/Python/Hanoi),Natural Language Processing,100.0,2,2
Ai Engineer (Llm/Python/Hanoi),Prompt Engineering,100.0,2,2
Ai Engineer (Llm/Python/Hanoi),Python,100.0,2,2
Ai Engineer (Llm/Python/Hanoi),RAG,100.0,2,2
Ai Engineer (Llm/Python/Hanoi),SQL,100.0,2,2
Ai Engineer (Middle),AWS,100.0,2,2
Ai Engineer (Middle),Computer Vision,100.0,2,2
Ai Engineer (Middle),Deep Learning,100.0,2,2
Ai Engineer (Middle),Fine-tuning,100.0,2,2
Ai Engineer (Middle),Google Cloud Platform,100.0,2,2
Ai Engineer (Middle),Hugging Face,100.0,2,2
Ai Engineer (Middle),Kubernetes,100.0,2,2
Ai Engineer (Middle),LLM,100.0,2,2
Ai Engineer (Middle),Machine Learning,100.0,2,2
Ai Engineer (Middle),PyTorch,100.0,2,2
Ai Engineer (Middle),Python,100.0,2,2
Ai Engineer (Middle),RAG,100.0,2,2
Ai Engineer (Middle),Stable Diffusion,100.0,2,2
Ai Engineer (Middle/),AWS,100.0,2,2
Ai Engineer (Middle/),Computer Vision,100.0,2,2
Ai Engineer (Middle/),Go,100.0,2,2
Ai Engineer (Middle/),Google Cloud Platform,100.0,2,2
Ai Engineer (Middle/),JavaScript,100.0,2,2
Ai Engineer (Middle/),Machine Learning,100.0,2,2
Ai Engineer (Middle/),Microservices,100.0,2,2
Ai Engineer (Middle/),Natural Language Processing,100.0,2,2
Ai Engineer (Middle/),Node.js,100.0,2,2
Ai Engineer (Middle/),Prompt Engineering,100.0,2,2
Ai Engineer (Middle/),Python,100.0,2,2
Ai Engineer (Middle/),RAG,100.0,2,2
Ai Engineer (Nlp Engineer),Apache Kafka,100.0,2,2
Ai Engineer (Nlp Engineer),Docker,100.0,2,2
Ai Engineer (Nlp Engineer),Git,100.0,2,2
Ai Engineer (Nlp Engineer),Keras,100.0,2,2
Ai Engineer (Nlp Engineer),LLM,100.0,2,2
Ai Engineer (Nlp Engineer),MySQL,100.0,2,2
Ai Engineer (Nlp Engineer),Natural Language Processing,100.0,2,2
Ai Engineer (Nlp Engineer),PostgreSQL,100.0,2,2
Ai Engineer (Nlp Engineer),PyTorch,100.0,2,2
Ai Engineer (Nlp Engineer),Python,100.0,2,2
Ai Engineer (Nlp Engineer),Redis,100.0,2,2
Ai Engineer (Nlp Engineer),TensorFlow,100.0,2,2
Ai Engineer (Nlp Engineer),Transformers,100.0,2,2
Ai Engineer I Vietnam Relocate To Uae,AWS,100.0,4,4
Ai Engineer I Vietnam Relocate To Uae,Apache Spark,100.0,4,4
Ai Engineer I Vietnam Relocate To Uae,Azure,100.0,4,4
Ai Engineer I Vietnam Relocate To Uae,Fine-tuning,100.0,4,4
Ai Engineer I Vietnam Relocate To Uae,Google Cloud Platform,100.0,4,4
Ai Engineer I Vietnam Relocate To Uae,Hugging Face,100.0,4,4
Ai Engineer I Vietnam Relocate To Uae,LLM,100.0,4,4
Ai Engineer I Vietnam Relocate To Uae,Machine Learning,100.0,4,4
Ai Engineer I Vietnam Relocate To Uae,Natural Language Processing,100.0,4,4
Ai Engineer I Vietnam Relocate To Uae,PyTorch,100.0,4,4
Ai Engineer I Vietnam Relocate To Uae,Python,100.0,4,4
Ai Engineer I Vietnam Relocate To Uae,Transformers,100.0,4,4
Ai Engineer | Remote,Fine-tuning,100.0,2,2
Ai Engineer | Remote,Machine Learning,100.0,2,2
Ai Engineer | Remote,Python,100.0,2,2
"Ai Engineer, Vn",Azure,100.0,2,2
"Ai Engineer, Vn",LLM,100.0,2,2
"Ai Engineer, Vn",Microservices,100.0,2,2
"Ai Engineer, Vn",Python,100.0,2,2
"Ai Engineer, Vn",REST API,100.0,2,2
"Ai Engineering, Specialist",Apache Spark,100.0,2,2
"Ai Engineering, Specialist",Azure,100.0,2,2
"Ai Engineering, Specialist",JavaScript,100.0,2,2
"Ai Engineering, Specialist",LLM,100.0,2,2
"Ai Engineering, Specialist",Machine Learning,100.0,2,2
"Ai Engineering, Specialist",Natural Language Processing,100.0,2,2
"Ai Engineering, Specialist",PostgreSQL,100.0,2,2
"Ai Engineering, Specialist",Prompt Engineering,100.0,2,2
"Ai Engineering, Specialist",Python,100.0,2,2
"Ai Engineering, Specialist",RAG,100.0,2,2
"Ai Engineering, Specialist",Redis,100.0,2,2
"Ai Engineering, Specialist",SQL,100.0,2,2
"Ai Engineering, Specialist",TypeScript,100.0,2,2
Ai Internship,CSS,100.0,2,2
Ai Internship,HTML,100.0,2,2
Ai Internship,JavaScript,100.0,2,2
Ai Internship,Machine Learning,100.0,2,2
Ai Internship,Node.js,100.0,2,2
Ai Internship,Python,100.0,2,2
Ai Internship,RAG,100.0,2,2
Ai Internship,React,100.0,2,2
Ai Product Owner,Agile,100.0,2,2
Ai Product Owner,Computer Vision,100.0,2,2
Ai Product Owner,Confluence,100.0,2,2
Ai Product Owner,Deep Learning,100.0,2,2
Ai Product Owner,Jira,100.0,2,2
Ai Product Owner,Machine Learning,100.0,2,2
Ai Product Owner,Natural Language Processing,100.0,2,2
Ai Product Owner,Power BI,100.0,2,2
Ai Product Owner,Python,100.0,2,2
Ai Product Owner,SQL,100.0,2,2
Ai Product Owner,Tableau,100.0,2,2
Ai Research Engineer,Deep Learning,100.0,4,4
Ai Research Engineer,LLM,100.0,4,4
Ai Research Engineer,Machine Learning,100.0,4,4
Ai Research Engineer,PyTorch,100.0,4,4
Ai Research Engineer,Python,100.0,4,4
Ai Research Engineer,R,100.0,4,4
Ai Research Engineer,REST API,100.0,4,4
"Ai Researcher, Tao Multi-Modal Model Development",Computer Vision,100.0,2,2
"Ai Researcher, Tao Multi-Modal Model Development",Deep Learning,100.0,2,2
"Ai Researcher, Tao Multi-Modal Model Development",Machine Learning,100.0,2,2
"Ai Researcher, Tao Multi-Modal Model Development",PyTorch,100.0,2,2
"Ai Researcher, Tao Multi-Modal Model Development",Python,100.0,2,2
"Ai Researcher, Tao Multi-Modal Model Development",Transformers,100.0,2,2
Ai Tech (Ai Engineer / Ai Architect),Docker,100.0,2,2
Ai Tech (Ai Engineer / Ai Architect),JavaScript,100.0,2,2
Ai Tech (Ai Engineer / Ai Architect),Kubernetes,100.0,2,2
Ai Tech (Ai Engineer / Ai Architect),LLM,100.0,2,2
Ai Tech (Ai Engineer / Ai Architect),Machine Learning,100.0,2,2
Ai Tech (Ai Engineer / Ai Architect),Node.js,100.0,2,2
Ai Tech (Ai Engineer / Ai Architect),Python,100.0,2,2
Ai Tech (Ai Engineer / Ai Architect),RAG,100.0,2,2
Ai Tech (Ai Engineer / Ai Architect),System Design,100.0,2,2
Ai Tech (Ai Engineer / Ai Architect),TypeScript,100.0,2,2
Ai-Native Product Manager,Agile,100.0,2,2
Ai-Native Product Manager,Go,100.0,2,2
Ai/Ml Data Platform Engineer,Airflow,100.0,2,2
Ai/Ml Data Platform Engineer,Ansible,100.0,2,2
Ai/Ml Data Platform Engineer,Apache Kafka,100.0,2,2
Ai/Ml Data Platform Engineer,Apache Spark,100.0,2,2
Ai/Ml Data Platform Engineer,CI/CD,100.0,2,2
Ai/Ml Data Platform Engineer,Cassandra,100.0,2,2
Ai/Ml Data Platform Engineer,Fine-tuning,100.0,2,2
Ai/Ml Data Platform Engineer,Git,100.0,2,2
Ai/Ml Data Platform Engineer,Helm,100.0,2,2
Ai/Ml Data Platform Engineer,Jira,100.0,2,2
Ai/Ml Data Platform Engineer,Kubernetes,100.0,2,2
Ai/Ml Data Platform Engineer,LLM,100.0,2,2
Ai/Ml Data Platform Engineer,LangChain,100.0,2,2
Ai/Ml Data Platform Engineer,Machine Learning,100.0,2,2
Ai/Ml Data Platform Engineer,PostgreSQL,100.0,2,2
Ai/Ml Data Platform Engineer,Python,100.0,2,2
Ai/Ml Data Platform Engineer,RAG,100.0,2,2
Ai/Ml Data Platform Engineer,Terraform,100.0,2,2
Ai/Ml Engineer,AWS,100.0,2,2
Ai/Ml Engineer,Airflow,100.0,2,2
Ai/Ml Engineer,Azure,100.0,2,2
Ai/Ml Engineer,Computer Vision,100.0,2,2
Ai/Ml Engineer,Deep Learning,100.0,2,2
Ai/Ml Engineer,Docker,100.0,2,2
Ai/Ml Engineer,Fine-tuning,100.0,2,2
Ai/Ml Engineer,Google Cloud Platform,100.0,2,2
Ai/Ml Engineer,Kubernetes,100.0,2,2
Ai/Ml Engineer,LLM,100.0,2,2
Ai/Ml Engineer,Machine Learning,100.0,2,2
Ai/Ml Engineer,Natural Language Processing,100.0,2,2
Ai/Ml Engineer,Prompt Engineering,100.0,2,2
Ai/Ml Engineer,PyTorch,100.0,2,2
Ai/Ml Engineer,Python,100.0,2,2
Ai/Ml Engineer,RAG,100.0,2,2
Ai/Ml Engineer,REST API,100.0,2,2
Ai/Ml Engineer,Scikit-learn,100.0,2,2
Analyst - Client Data Support,Excel,100.0,1,1
Analyst - Client Data Support,Power BI,100.0,1,1
Analyst - Client Data Support,SQL,100.0,1,1
Analyst - Customer Analytics,Excel,100.0,1,1
Analyst - Customer Analytics,Power BI,100.0,1,1
Analyst - Customer Analytics,Python,100.0,1,1
Analyst - Customer Analytics,R,100.0,1,1
Analyst - Customer Analytics,SQL,100.0,1,1
Analyst - Customer Analytics,Snowflake,100.0,1,1
Analyst - Customer Analytics,Tableau,100.0,1,1
Analyst - Data & Systems,Excel,100.0,1,1
Analyst - Data & Systems,Power BI,100.0,1,1
Analyst - Data & Systems,Python,100.0,1,1
Analyst - Data & Systems,R,100.0,1,1
Analyst - Data & Systems,SQL,100.0,1,1
Analyst - Patient Engagement,Excel,100.0,1,1
Analyst - Patient Engagement,Go,100.0,1,1
"Analyst Ii, Data Science",Machine Learning,100.0,1,1
"Analyst Ii, Data Science",Natural Language Processing,100.0,1,1
"Analyst Ii, Data Science",Python,100.0,1,1
"Analyst Ii, Data Science",R,100.0,1,1
"Analyst Ii, Vip Acquisition",Excel,100.0,1,1
"Analyst Ii, Vip Acquisition",Python,100.0,1,1
"Analyst Ii, Vip Acquisition",R,100.0,1,1
"Analyst Ii, Vip Acquisition",SQL,100.0,1,1
"Analyst Ii, Vip Acquisition",Tableau,100.0,1,1
Analyst Product Analysis,Excel,100.0,1,1
Analyst Sr Quality Data,Excel,100.0,1,1
"Analyst – Digital: Content Data, Product Data & Catalog",Excel,100.0,1,1
"Analyst, Advanced Analytics",Excel,100.0,1,1
"Analyst, Casino Analytics",SQL,100.0,1,1
"Analyst, Casino Analytics",Snowflake,100.0,1,1
"Analyst, Casino Analytics",Tableau,100.0,1,1
"Analyst, Data Activation",Excel,100.0,1,1
"Analyst, Data Activation",REST API,100.0,1,1
"Analyst, Data Activation",Tableau,100.0,1,1
"Analyst, Data Exchange",Excel,100.0,1,1
"Analyst, Data Exchange",SQL,100.0,1,1
"Analyst, Data Mgmt & Analytics - Liberty Mutual Investments",Excel,100.0,1,1
"Analyst, Data Operations",Apache Spark,100.0,1,1
"Analyst, Data Operations",Python,100.0,1,1
"Analyst, Data Operations",SQL,100.0,1,1
"Analyst, Data Operations",Scala,100.0,1,1
"Analyst, Data Operations - Liquidity",Confluence,100.0,1,1
"Analyst, Data Operations - Liquidity",Excel,100.0,1,1
"Analyst, Data Platforming Engineering",Agile,100.0,1,1
"Analyst, Data Platforming Engineering",CI/CD,100.0,1,1
"Analyst, Data Platforming Engineering",Snowflake,100.0,1,1
"Analyst, Data Platforming Engineering",Terraform,100.0,1,1
"Analyst, Data Science",Python,100.0,1,1
"Analyst, Data Science",R,100.0,1,1
"Analyst, Data Science",SQL,100.0,1,1
"Analyst, Demand Generation Performance",Excel,100.0,1,1
"Analyst, Demand Generation Performance",Power BI,100.0,1,1
"Analyst, Demand Generation Performance",SQL,100.0,1,1
"Analyst, Demand Generation Performance",Tableau,100.0,1,1
"Analyst, Ecommerce Insights & Data Analytics",BigQuery,100.0,1,1
"Analyst, Ecommerce Insights & Data Analytics",Excel,100.0,1,1
"Analyst, Ecommerce Insights & Data Analytics",Python,100.0,1,1
"Analyst, Ecommerce Insights & Data Analytics",SQL,100.0,1,1
"Analyst, Ecommerce Insights & Data Analytics",Tableau,100.0,1,1
"Analyst, Finance & Analytics",Excel,100.0,1,1
"Analyst, Finance & Analytics",SQL,100.0,1,1
"Analyst, Fullstack Engineer - Fraud",AWS,100.0,2,2
"Analyst, Fullstack Engineer - Fraud",Agile,100.0,2,2
"Analyst, Fullstack Engineer - Fraud",Angular,100.0,2,2
"Analyst, Fullstack Engineer - Fraud",CI/CD,100.0,2,2
"Analyst, Fullstack Engineer - Fraud",GraphQL,100.0,2,2
"Analyst, Fullstack Engineer - Fraud",Java,100.0,2,2
"Analyst, Fullstack Engineer - Fraud",JavaScript,100.0,2,2
"Analyst, Fullstack Engineer - Fraud",Microservices,100.0,2,2
"Analyst, Fullstack Engineer - Fraud",React,100.0,2,2
"Analyst, Fullstack Engineer - Fraud",Selenium,100.0,2,2
"Analyst, Fullstack Engineer - Fraud",TypeScript,100.0,2,2
"Analyst, Fullstack Engineer - Fraud",Vue.js,100.0,2,2
"Analyst, Healthcare Data",Excel,100.0,1,1
"Analyst, Healthcare Data",SQL,100.0,1,1
"Analyst, Marketing Data Operations",Airflow,100.0,1,1
"Analyst, Marketing Data Operations",MLOps,100.0,1,1
"Analyst, Marketing Data Operations",Machine Learning,100.0,1,1
"Analyst, Marketing Data Operations",SQL,100.0,1,1
"Analyst, Marketing Data Operations",Snowflake,100.0,1,1
"Analyst, Markets & Customers",Python,100.0,1,1
"Analyst, Markets & Customers",SQL,100.0,1,1
"Analyst, Markets & Customers",Tableau,100.0,1,1
"Analyst, Markets & Customers",dbt,100.0,1,1
"Analyst, Research & Analytics",Excel,100.0,1,1
"Analyst, Research & Analytics",Java,100.0,1,1
"Analyst, Research & Analytics",Python,100.0,1,1
"Analyst, Research & Analytics",SQL,100.0,1,1
Analyst; Data Science; Business Intelligence | Engineer I,AWS,100.0,1,1
Analyst; Data Science; Business Intelligence | Engineer I,Excel,100.0,1,1
Analyst; Data Science; Business Intelligence | Engineer I,MATLAB,100.0,1,1
Analyst; Data Science; Business Intelligence | Engineer I,Python,100.0,1,1
Analyst; Data Science; Business Intelligence | Engineer I,R,100.0,1,1
Android - Cần Ob Được Luôn,Kotlin,100.0,1,1
Android Developer (Java/ Kotlin),Java,100.0,1,1
Android Developer (Java/ Kotlin),Kotlin,100.0,1,1
Android Engineer (Java/ Kotlin),Java,100.0,1,1
Android Engineer (Java/ Kotlin),Kotlin,100.0,1,1
Android Software Engineer (Middle/),Agile,100.0,2,2
Android Software Engineer (Middle/),Java,100.0,2,2
Android Software Engineer (Middle/),Kotlin,100.0,2,2
Android Software Engineer (Middle/),Scrum,100.0,2,2
Angular ( Angular Deverloper),Angular,100.0,1,1
Angular Developer - Bank,Angular,100.0,1,1
Angular Developer - Từ 1 Năm Kinh Nghiệm - Hoàn Kiếm,Angular,100.0,1,1
Angular Developers,Angular,100.0,2,2
Angular Developers,CI/CD,100.0,2,2
Angular Developers,CSS,100.0,2,2
Angular Developers,Machine Learning,100.0,2,2
Angular Developers,REST API,100.0,2,2
Angular Developers,Tailwind CSS,100.0,2,2
Applecare Support Business Analyst,Excel,100.0,1,1
Applecare Support Business Analyst,Python,100.0,1,1
Applecare Support Business Analyst,SQL,100.0,1,1
Applecare Support Business Analyst,Tableau,100.0,1,1
Application Architect,Integration Testing,100.0,1,1
Application Security/ Threat Modelling,AWS,100.0,4,4
Application Security/ Threat Modelling,Agile,100.0,4,4
Application Security/ Threat Modelling,Azure,100.0,4,4
Application Security/ Threat Modelling,Google Cloud Platform,100.0,4,4
Application Security/ Threat Modelling,Microservices,100.0,4,4
Artificial Intelligence Engineer,AWS,100.0,2,2
Artificial Intelligence Engineer,CI/CD,100.0,2,2
Artificial Intelligence Engineer,Docker,100.0,2,2
Artificial Intelligence Engineer,Fine-tuning,100.0,2,2
Artificial Intelligence Engineer,JavaScript,100.0,2,2
Artificial Intelligence Engineer,Kubernetes,100.0,2,2
Artificial Intelligence Engineer,LLM,100.0,2,2
Artificial Intelligence Engineer,Machine Learning,100.0,2,2
Artificial Intelligence Engineer,Next.js,100.0,2,2
Artificial Intelligence Engineer,Python,100.0,2,2
Artificial Intelligence Engineer,React,100.0,2,2
Artificial Intelligence Engineer,Redis,100.0,2,2
Assoc Data Analyst,Excel,100.0,2,2
Assoc Data Analyst,Power BI,100.0,2,2
Assoc Data Analyst,Python,100.0,2,2
Assoc Data Analyst,R,100.0,2,2
Assoc Data Analyst,SQL,100.0,2,2
Assoc Data Analyst,Snowflake,100.0,2,2
Automation & Data Visualization Specialist-Remote,Excel,100.0,1,1
Automation & Data Visualization Specialist-Remote,Machine Learning,100.0,1,1
Automation & Data Visualization Specialist-Remote,Python,100.0,1,1
Automation Engineer,Agile,100.0,2,2
Automation Engineer,Azure,100.0,2,2
Automation Engineer,Computer Vision,100.0,2,2
Automation Engineer,GraphQL,100.0,2,2
Automation Engineer,Jira,100.0,2,2
Automation Engineer,Kotlin,100.0,2,2
Automation Engineer,Prompt Engineering,100.0,2,2
Automation Engineer,Scrum,100.0,2,2
Automation Engineer,Swift,100.0,2,2
Automation Qa Engineer,AWS,100.0,2,2
Automation Qa Engineer,Agile,100.0,2,2
Automation Qa Engineer,Azure,100.0,2,2
Automation Qa Engineer,Cypress,100.0,2,2
